type,dataset,country,id,label
location,MC1,,88a1fe65-33d9-487a-a3ac-d4208f41b754,88a1fe65-33d9-487a-a3ac-d4208f41b754
person,MC1,Country_271835,Jenna Barton,Jenna Barton
location,MC1,,67f3755e-7f86-40a1-ae17-998d50a3e772,67f3755e-7f86-40a1-ae17-998d50a3e772
organization,MC1,,631919,631919
person,MC1,Country_271835,Stephen Gutierrez,Stephen Gutierrez
person,MC1,Country_271835,Jessica Owens,Jessica Owens
person,MC1,Country_271835,John Hutchinson,John Hutchinson
person,MC1,Country_271835,Daniel Wood,Daniel Wood
event,MC1,,â¬7,â¬7
vessel,MC1,,reefer,reefer
vessel,MC1,,Fu Yuan Yu Leng 999,Fu Yuan Yu Leng 999
location,MC1,,88e9e7e8-3edf-4fd4-959d-8ec4f53e59d6,88e9e7e8-3edf-4fd4-959d-8ec4f53e59d6
organization,MC1,,8732,8732
organization,MC1,,44396,44396
location,MC1,,f7a4114d-d1ca-44df-a7e0-c72e440671ba,f7a4114d-d1ca-44df-a7e0-c72e440671ba
organization,MC1,,6038,6038
vessel,MC1,,Chinook,Chinook
organization,MC1,,6274,6274
location,MC1,,f9f6fc72-83db-4c44-a818-dde6c33985f9,f9f6fc72-83db-4c44-a818-dde6c33985f9
organization,MC1,,6758207,6758207
unknown,MC1,,abc12,abc12
political_organization,MC1,,40,40
organization,MC1,,615043,615043
person,MC1,Country_271835,Robert Lewis,Robert Lewis
person,MC1,Country_271835,Margaret Nichols,Margaret Nichols
organization,MC1,,64124835,64124835
organization,MC1,,767,767
person,MC1,Country_271835,Chris Grant,Chris Grant
person,MC1,Country_271835,Angela Orr,Angela Orr
organization,MC1,,67909,67909
location,MC1,,e09b64a2-397a-4bec-96a1-7d61479fe37a,e09b64a2-397a-4bec-96a1-7d61479fe37a
organization,MC1,,1012,1012
person,MC1,Country_271835,Katelyn Gibson,Katelyn Gibson
person,MC1,Country_271835,Kayla Reynolds,Kayla Reynolds
organization,MC1,,724,724
organization,MC1,,824,824
person,MC1,Country_271835,William Williams,William Williams
person,MC1,Country_271835,Vicki Owen,Vicki Owen
person,MC1,Country_271835,Alyssa Mccoy,Alyssa Mccoy
location,MC1,,292bf7d9-d86c-411d-9a85-da0cb4535e22,292bf7d9-d86c-411d-9a85-da0cb4535e22
location,MC1,,c82d3e99-b297-484e-a28a-76cba8d515cc,c82d3e99-b297-484e-a28a-76cba8d515cc
person,MC1,Country_271835,Scott Wright,Scott Wright
organization,MC1,,854,854
political_organization,MC1,,2653581,2653581
person,MC1,Country_271835,John Conley,John Conley
organization,MC1,,977,977
person,MC1,Country_271835,James Hernandez,James Hernandez
location,MC1,,1f899410-3447-48e7-bcb3-cbff10619e86,1f899410-3447-48e7-bcb3-cbff10619e86
organization,MC1,,39048624,39048624
vessel,MC1,,river,river
person,MC1,Country_271835,Rhonda Johnson,Rhonda Johnson
political_organization,MC1,,54,54
organization,MC1,,1853970,1853970
organization,MC1,,87648111,87648111
person,MC1,Country_271835,Barbara Mccarty,Barbara Mccarty
person,MC1,Country_271835,Christopher Simon,Christopher Simon
person,MC1,Country_271835,Lauren Jackson DDS,Lauren Jackson DDS
event,MC1,,ï¬shes,ï¬shes
event,MC1,,ï¬sh,ï¬sh
person,MC1,Country_990614,Darren Wilson,Darren Wilson
person,MC1,Country_271835,Andrew Miller,Andrew Miller
person,MC1,Country_990614,Erica Cisneros,Erica Cisneros
political_organization,MC1,,440994840,440994840
person,MC1,Country_271835,Heather Hill,Heather Hill
person,MC1,Country_271835,Krystal Lee,Krystal Lee
organization,MC1,,42258,42258
organization,MC1,,506986590,506986590
organization,MC1,,7321,7321
organization,MC1,,647724,647724
organization,MC1,,272735814,272735814
person,MC1,Country_271835,Wesley Woods,Wesley Woods
company,MC1,Country_283574,Dry Creek Marine sanctuary,Dry Creek Marine sanctuary
organization,MC1,,1214936,1214936
organization,MC1,,2751,2751
person,MC1,Country_271835,Marvin White,Marvin White
person,MC1,Country_271835,Philip Black,Philip Black
person,MC1,Country_271835,Laurie Clark,Laurie Clark
organization,MC1,,7548555,7548555
vessel,MC1,,ARA Contraalmirante Cordero,ARA Contraalmirante Cordero
person,MC1,Country_198078,Keith Webb,Keith Webb
organization,MC1,,54217974,54217974
organization,MC1,,38,38
person,MC1,Country_271835,Elijah Gordon,Elijah Gordon
organization,MC1,,71352,71352
organization,MC1,,60806,60806
location,MC1,,259e9338-b33e-4dc7-843a-96a720d22d9b,259e9338-b33e-4dc7-843a-96a720d22d9b
organization,MC1,,461553,461553
organization,MC1,,538991,538991
organization,MC1,,71,71
person,MC1,Oceanus,Rebecca Fox,Rebecca Fox
event,MC1,,expect year,expect year
company,MC1,Country_271835,Charles OJSC Marine conservation,Charles OJSC Marine conservation
vessel,MC1,,shrimper,shrimper
company,MC1,Ariuzima,Caracola Azul Limited Liability Company,Caracola Azul Limited Liability Company
person,MC1,Country_271835,Brandy Williams,Brandy Williams
location,MC1,,d6968538-6f18-4a1c-a4e2-59de3c0e25c2,d6968538-6f18-4a1c-a4e2-59de3c0e25c2
vessel,MC1,,coastguard,coastguard
company,MC1,Country_271835,Viento y Mar BV,Viento y Mar BV
person,MC1,Country_271835,Robert Vega,Robert Vega
person,MC1,Country_271835,James Sampson,James Sampson
person,MC1,Country_271835,Debra Hebert,Debra Hebert
organization,MC1,,135024,135024
organization,MC1,,38844,38844
person,MC1,Country_271835,John Frederick,John Frederick
person,MC1,Country_271835,Allison Rodgers,Allison Rodgers
organization,MC1,,759,759
location,MC1,,0ae94787-4593-4139-848d-9174ea13ac23,0ae94787-4593-4139-848d-9174ea13ac23
company,MC1,Country_271835,OceanFront Foods Co Beach,OceanFront Foods Co Beach
political_organization,MC1,,19186817,19186817
political_organization,MC1,,2748013,2748013
organization,MC1,,23636990,23636990
organization,MC1,,996,996
organization,MC1,,81661977,81661977
movement,MC1,,metric,metric
organization,MC1,,24189,24189
organization,MC1,,216,216
person,MC1,Oceanus,Frederick Hunter,Frederick Hunter
organization,MC1,,9977227,9977227
organization,MC1,,64365043,64365043
location,MC1,,06c161ac-e601-493f-b8df-839382e16a74,06c161ac-e601-493f-b8df-839382e16a74
organization,MC1,,458785,458785
location,MC1,,e5e2e269-ccc5-4e16-88a8-e909c1fa32db,e5e2e269-ccc5-4e16-88a8-e909c1fa32db
organization,MC1,,42,42
organization,MC1,,4258240,4258240
person,MC1,Country_271835,Julie Parks,Julie Parks
organization,MC1,,891,891
location,MC1,,a96730cc-485e-46be-aba4-339442bacd8d,a96730cc-485e-46be-aba4-339442bacd8d
vessel,MC1,,USCGC,USCGC
person,MC1,Country_271835,Kristi Weeks,Kristi Weeks
vessel,MC1,,DDG,DDG
vessel,MC1,,USS,USS
vessel,MC1,,USS Hurricane,USS Hurricane
vessel,MC1,,PC,PC
person,MC1,Country_271835,Brandi White,Brandi White
person,MC1,Country_271835,Tara Hanson,Tara Hanson
person,MC1,Country_271835,Wesley Vasquez,Wesley Vasquez
organization,MC1,,16,16
person,MC1,Country_271835,Rebecca Adams,Rebecca Adams
organization,MC1,,29481,29481
person,MC1,Country_271835,Briana Johnson,Briana Johnson
organization,MC1,,6126134,6126134
organization,MC1,,595038316,595038316
organization,MC1,,673431,673431
organization,MC1,,73704,73704
organization,MC1,,6780,6780
person,MC1,Country_271835,Mr. Joseph Johnson,Mr. Joseph Johnson
organization,MC1,,7480,7480
person,MC1,Country_271835,Marie Lee,Marie Lee
organization,MC1,,4769248,4769248
organization,MC1,,3015,3015
organization,MC1,,2679,2679
location,MC1,,97836b65-db6a-43bf-9467-cf57d84645ff,97836b65-db6a-43bf-9467-cf57d84645ff
person,MC1,Country_271835,Douglas Gillespie,Douglas Gillespie
unknown,MC1,,âdisasterâ,âdisasterâ
person,MC1,Country_271835,Jonathan Garner,Jonathan Garner
person,MC1,Country_271835,Amanda Contreras,Amanda Contreras
vessel,MC1,,Long Xing 629,Long Xing 629
person,MC1,Country_271835,Bryan Hill,Bryan Hill
location,MC1,,58db776e-40f1-4e68-b13d-dcc42416ce58,58db776e-40f1-4e68-b13d-dcc42416ce58
person,MC1,Marebak,Anthony Le,Anthony Le
person,MC1,Country_271835,Jo Francis,Jo Francis
person,MC1,Country_271835,Stephanie Thompson,Stephanie Thompson
person,MC1,Country_271835,Michael Baker,Michael Baker
organization,MC1,,868,868
organization,MC1,,99985383,99985383
organization,MC1,,298,298
person,MC1,Country_271835,Michael Wagner,Michael Wagner
person,MC1,Country_271835,Susan Hodges,Susan Hodges
person,MC1,Country_663412,Michael Chen,Michael Chen
person,MC1,Country_271835,Jennifer Thompson,Jennifer Thompson
person,MC1,Country_271835,Sabrina Zamora,Sabrina Zamora
person,MC1,Country_271835,Hannah Chandler,Hannah Chandler
vessel,MC1,,Deckhands,Deckhands
person,MC1,Country_271835,Bruce Bates,Bruce Bates
person,MC1,Country_271835,Kimberly Lopez,Kimberly Lopez
person,MC1,Country_271835,Teresa Jackson,Teresa Jackson
unknown,MC1,,âWe fins,âWe fins
location,MC1,,ecf18ac9-a773-43a0-98c8-cdd264565b2f,ecf18ac9-a773-43a0-98c8-cdd264565b2f
organization,MC1,,46,46
location,MC1,,65fea097-e838-4be6-9889-83f5361fe777,65fea097-e838-4be6-9889-83f5361fe777
person,MC1,Country_907876,Ann Nelson,Ann Nelson
person,MC1,Country_948318,Robert Nguyen,Robert Nguyen
location,MC1,,dec69ea4-1c0c-4b31-b6fe-7d0c7e4b8fd9,dec69ea4-1c0c-4b31-b6fe-7d0c7e4b8fd9
person,MC1,Country_271835,Dr. Michelle Dominguez,Dr. Michelle Dominguez
person,MC1,Country_271835,Charles Hart,Charles Hart
vessel,MC1,,Tian,Tian
person,MC1,Oceanus,Patricia Bowen,Patricia Bowen
person,MC1,Country_271835,Paul Holloway,Paul Holloway
person,MC1,Country_271835,Maria Russell,Maria Russell
person,MC1,Country_271835,Justin Rodriguez,Justin Rodriguez
person,MC1,Country_271835,Carl Lopez,Carl Lopez
company,MC1,Country_271835,Mar del Norte Ferry,Mar del Norte Ferry
organization,MC1,,122245,122245
organization,MC1,,4946,4946
person,MC1,Country_271835,Gabriela Graham,Gabriela Graham
person,MC1,Country_271835,Joseph Newman,Joseph Newman
person,MC1,Country_242593,Danielle Valdez,Danielle Valdez
person,MC1,Country_271835,Susan Williamson,Susan Williamson
person,MC1,Country_271835,Lauren Reynolds,Lauren Reynolds
political_organization,MC1,,91,91
political_organization,MC1,,20,20
organization,MC1,,74211169,74211169
company,MC1,Islavaria,Romero Oyster NV Carriers,Romero Oyster NV Carriers
person,MC1,Country_271835,James Hall,James Hall
organization,MC1,,3553,3553
organization,MC1,,72875,72875
vessel,MC1,,Coast Guard Cutter Edgar Culbertson,Coast Guard Cutter Edgar Culbertson
movement,MC1,,38,38
person,MC1,Country_443882,Heidi Kline,Heidi Kline
organization,MC1,,863749817,863749817
organization,MC1,,475,475
organization,MC1,,567217,567217
vessel,MC1,,Oliver,Oliver
person,MC1,Country_271835,Amanda Becker,Amanda Becker
organization,MC1,,160,160
person,MC1,Country_271835,Nicholas Dennis,Nicholas Dennis
organization,MC1,,938816,938816
unknown,MC1,,ðªðª,ðªðª
organization,MC1,,5469,5469
organization,MC1,,4679,4679
company,MC1,Country_271835,Cape Verde Islands Oyj,Cape Verde Islands Oyj
person,MC1,Country_271835,Andre Phillips,Andre Phillips
vessel,MC1,,USCGâs,USCGâs
vessel,MC1,,CutterOliverHenry,CutterOliverHenry
person,MC1,Country_271835,Scott Solis,Scott Solis
person,MC1,Country_271835,Jonathan Spence,Jonathan Spence
organization,MC1,,11,11
person,MC1,Country_271835,Tanner Smith,Tanner Smith
person,MC1,Country_271835,Emily Bailey,Emily Bailey
organization,MC1,,30041,30041
organization,MC1,,468511,468511
organization,MC1,,86,86
person,MC1,Country_271835,Ann Flowers,Ann Flowers
organization,MC1,,60774,60774
organization,MC1,,47,47
person,MC1,Country_271835,Michael Bullock,Michael Bullock
person,MC1,Country_271835,Michelle Singh,Michelle Singh
vessel,MC1,,SSN,SSN
person,MC1,Country_271835,Tyler Palmer,Tyler Palmer
vessel,MC1,,HMAS,HMAS
location,MC1,,dec44f58-94b0-4070-bfb3-1e13ef308ec3,dec44f58-94b0-4070-bfb3-1e13ef308ec3
person,MC1,Country_271835,Chad Nichols,Chad Nichols
organization,MC1,,2114,2114
organization,MC1,,34020206,34020206
company,MC1,Country_271835,Fin Flair Pic Delivery,Fin Flair Pic Delivery
person,MC1,Country_271835,Scott Wallace,Scott Wallace
person,MC1,Uzifrica,Tony Patterson,Tony Patterson
unknown,MC1,,Sampath,Sampath
organization,MC1,,683962,683962
person,MC1,Country_271835,Anna Johnson,Anna Johnson
location,MC1,,95c715ba-891e-4472-8e2a-4e746dcc266a,95c715ba-891e-4472-8e2a-4e746dcc266a
person,MC1,Marebak,Anna Smith,Anna Smith
organization,MC1,,760219951,760219951
political_organization,MC1,,36744944,36744944
organization,MC1,,734121719,734121719
person,MC1,Country_271835,Kathleen Gates,Kathleen Gates
location,MC1,,6b58646e-1d3a-4b72-b8a0-9f57c296d73d,6b58646e-1d3a-4b72-b8a0-9f57c296d73d
organization,MC1,,9357541,9357541
person,MC1,Country_271835,William Atkinson,William Atkinson
person,MC1,Country_271835,Lisa Payne,Lisa Payne
organization,MC1,,87278,87278
person,MC1,Country_271835,Christine Chaney,Christine Chaney
organization,MC1,,8226730,8226730
location,MC1,,5b199218-6513-430b-8e56-8aa1d83456a3,5b199218-6513-430b-8e56-8aa1d83456a3
person,MC1,Country_271835,Mr. Jose King,Mr. Jose King
person,MC1,Country_271835,Thomas Adams,Thomas Adams
organization,MC1,,75,75
person,MC1,Country_271835,Kimberly Olson,Kimberly Olson
organization,MC1,,911243414,911243414
organization,MC1,,9280,9280
location,MC1,,cc6cf3e0-5794-4497-a31d-79b4db1b55a9,cc6cf3e0-5794-4497-a31d-79b4db1b55a9
person,MC1,Brindivaria,Ryan Garrett,Ryan Garrett
organization,MC1,,408119,408119
person,MC1,Country_271835,Gary Butler,Gary Butler
person,MC1,Country_271835,Gary Smith,Gary Smith
person,MC1,Country_271835,Denise Diaz,Denise Diaz
location,MC1,,6ead18ca-3084-4f8e-9c1e-a5e470fc5935,6ead18ca-3084-4f8e-9c1e-a5e470fc5935
organization,MC1,,48259,48259
location,MC1,,b636c0f8-2ddf-42ad-9f9c-73bd48682561,b636c0f8-2ddf-42ad-9f9c-73bd48682561
unknown,MC1,,United Statesâ,United Statesâ
organization,MC1,,55301,55301
person,MC1,Country_271835,Elaine Duncan,Elaine Duncan
unknown,MC1,,Game Thiefâ,Game Thiefâ
organization,MC1,,604905,604905
organization,MC1,,784221,784221
location,MC1,,ae19b5a7-4f70-4366-98ad-819e3009aeca,ae19b5a7-4f70-4366-98ad-819e3009aeca
location,MC1,,d4947401-8ec7-48b9-a66f-45d983d59e0a,d4947401-8ec7-48b9-a66f-45d983d59e0a
person,MC1,Country_271835,Dennis Little,Dennis Little
unknown,MC1,,âtransshipmentâ,âtransshipmentâ
person,MC1,Marebak,Brooke Garza,Brooke Garza
vessel,MC1,,Feng,Feng
organization,MC1,,82462633,82462633
person,MC1,Country_271835,Carrie Elliott,Carrie Elliott
organization,MC1,,5235138,5235138
person,MC1,Country_338923,Breanna Ward,Breanna Ward
person,MC1,Country_271835,Donna Webb,Donna Webb
event,MC1,,summer,summer
person,MC1,Country_271835,Tracy Smith,Tracy Smith
person,MC1,Country_729731,Kimberly Petersen,Kimberly Petersen
person,MC1,Country_271835,Robert Schaefer,Robert Schaefer
person,MC1,Country_271835,Samuel Stokes,Samuel Stokes
person,MC1,Country_271835,Timothy Hernandez,Timothy Hernandez
organization,MC1,,5680682,5680682
political_organization,MC1,,47234884,47234884
person,MC1,Oceanus,Marcus English,Marcus English
person,MC1,Country_271835,Meghan Kim,Meghan Kim
person,MC1,Country_271835,David Nunez MD,David Nunez MD
event,MC1,,30,30
person,MC1,Country_271835,Thomas Diaz,Thomas Diaz
person,MC1,Country_271835,Hannah Taylor,Hannah Taylor
person,MC1,Country_271835,Joanna Brown,Joanna Brown
organization,MC1,,307,307
person,MC1,Country_271835,Monique Rios,Monique Rios
event,MC1,,yearsâthat,yearsâthat
political_organization,MC1,,950574,950574
unknown,MC1,,Pacific Island States United Statesâ,Pacific Island States United Statesâ
unknown,MC1,,territory American Samoa,territory American Samoa
location,MC1,,62d4bdbc-8978-4cbf-b9ea-82aaa9188c91,62d4bdbc-8978-4cbf-b9ea-82aaa9188c91
organization,MC1,,900,900
company,MC1,Country_271835,Coastal Crusaders Kga Worldwide,Coastal Crusaders Kga Worldwide
person,MC1,Country_271835,Luis Douglas,Luis Douglas
company,MC1,Country_271835,Seashell Sanctum SRL Transport,Seashell Sanctum SRL Transport
person,MC1,Country_271835,Fernando Steele,Fernando Steele
person,MC1,Country_271835,David Tucker,David Tucker
company,MC1,Helvoris,Tiao piao AG Delivery,Tiao piao AG Delivery
location,MC1,,e39609a3-b437-41c2-b114-e21dc69a9bb1,e39609a3-b437-41c2-b114-e21dc69a9bb1
unknown,MC1,,âeared sealsâ,âeared sealsâ
person,MC1,Helvoris,Robert Mcintosh,Robert Mcintosh
person,MC1,Helvoris,Amber Sharp,Amber Sharp
person,MC1,Country_271835,James Anderson,James Anderson
organization,MC1,,497,497
organization,MC1,,7892,7892
organization,MC1,,8513,8513
organization,MC1,,1415,1415
organization,MC1,,3433,3433
person,MC1,Country_271835,Kara Sullivan,Kara Sullivan
person,MC1,Kethanor,Teresa Gardner,Teresa Gardner
person,MC1,Country_271835,Trevor Brown,Trevor Brown
person,MC1,Country_271835,Kimberly Roberts,Kimberly Roberts
person,MC1,Country_271835,Ricky Holland,Ricky Holland
person,MC1,Country_271835,Lydia Day,Lydia Day
event,MC1,,âit,âit
person,MC1,Country_271835,Nichole Kline,Nichole Kline
person,MC1,Country_271835,Ryan Rich,Ryan Rich
organization,MC1,,650749,650749
person,MC1,Country_271835,Shawna Welch,Shawna Welch
person,MC1,Country_271835,Zachary Jordan,Zachary Jordan
unknown,MC1,,holesâ,holesâ
organization,MC1,,89526932,89526932
event,MC1,,âfirst,âfirst
organization,MC1,,26978247,26978247
unknown,MC1,,nigeria,nigeria
vessel,MC1,,boatâs,boatâs
organization,MC1,,53792,53792
location,MC1,,c66f5cd5-3891-43ce-a3f8-0147b3d643b1,c66f5cd5-3891-43ce-a3f8-0147b3d643b1
location,MC1,,032522db-8105-4c26-8142-ae9d5806f7c5,032522db-8105-4c26-8142-ae9d5806f7c5
person,MC1,Syrithania,Mrs. Melinda Richardson,Mrs. Melinda Richardson
person,MC1,Country_271835,Frederick Harris,Frederick Harris
organization,MC1,,30141220,30141220
organization,MC1,,90192265,90192265
person,MC1,Country_271835,Natalie Gill,Natalie Gill
location,MC1,,23f52980-e4f4-43da-ac02-9c1eef637751,23f52980-e4f4-43da-ac02-9c1eef637751
organization,MC1,,245658,245658
organization,MC1,,552027385,552027385
person,MC1,Country_271835,Brian Stevens,Brian Stevens
unknown,MC1,,âconservativeâ,âconservativeâ
location,MC1,,e4e5b1ca-e210-4d3f-8cea-fa5c2309340f,e4e5b1ca-e210-4d3f-8cea-fa5c2309340f
location,MC1,,ce06b4c4-dd19-485d-ad52-f7cd953db1c2,ce06b4c4-dd19-485d-ad52-f7cd953db1c2
location,MC1,,d2589980-b0c7-4c36-8ddf-8afe554853ea,d2589980-b0c7-4c36-8ddf-8afe554853ea
person,MC1,Country_271835,Robin Fernandez,Robin Fernandez
event,MC1,,week,week
person,MC1,Country_271835,Diana Kelley,Diana Kelley
person,MC1,Country_271835,Angela Wright,Angela Wright
person,MC1,Country_271835,Miranda Small,Miranda Small
person,MC1,Country_271835,Stacey Ortega,Stacey Ortega
vessel,MC1,,FV,FV
person,MC1,Country_980042,Gary Crawford PhD,Gary Crawford PhD
vessel,MC1,,FV Snake,FV Snake
vessel,MC1,,FV Viking,FV Viking
vessel,MC1,,FV Thunder,FV Thunder
unknown,MC1,,Aquacultureâ,Aquacultureâ
person,MC1,Country_271835,Paul Parker,Paul Parker
organization,MC1,,4877,4877
unknown,MC1,,âdiscriminationâ,âdiscriminationâ
person,MC1,Country_271835,Jessica Gibson,Jessica Gibson
location,MC1,,da7677f8-d1f0-4e35-afe9-4240613e866b,da7677f8-d1f0-4e35-afe9-4240613e866b
organization,MC1,,48115,48115
person,MC1,Mawazam,Rhonda Sullivan,Rhonda Sullivan
person,MC1,Country_216139,Adam Gutierrez,Adam Gutierrez
person,MC1,Country_271835,Gregory Carter,Gregory Carter
person,MC1,Country_271835,Martin Bryant,Martin Bryant
organization,MC1,,555,555
organization,MC1,,903311212,903311212
organization,MC1,,683113035,683113035
unknown,MC1,,th,th
person,MC1,Country_271835,Bruce Spears,Bruce Spears
unknown,MC1,,ItaquaÃ,ItaquaÃ
location,MC1,,1710a32e-7a58-4d7f-9c5e-bf897b7419a3,1710a32e-7a58-4d7f-9c5e-bf897b7419a3
person,MC1,Country_271835,Sherry Richmond,Sherry Richmond
person,MC1,Country_271835,Daniel Shaffer,Daniel Shaffer
person,MC1,Country_271835,Sierra Vincent,Sierra Vincent
person,MC1,Country_271835,Margaret Ward,Margaret Ward
person,MC1,Country_913963,Wendy Crane,Wendy Crane
person,MC1,Oceanus,Richard Bowers,Richard Bowers
person,MC1,Country_271835,Joshua Hammond,Joshua Hammond
person,MC1,Country_230197,Samuel Cross,Samuel Cross
event,MC1,,âAs,âAs
organization,MC1,,47698,47698
unknown,MC1,,DECEUNINCK,DECEUNINCK
person,MC1,Country_271835,Kristi Ryan,Kristi Ryan
organization,MC1,,199,199
organization,MC1,,23990411,23990411
organization,MC1,,10880329,10880329
person,MC1,Oceanus,Rhonda Price,Rhonda Price
location,MC1,,45ff391d-0f6a-4ee4-abe6-8b06d07dbfd6,45ff391d-0f6a-4ee4-abe6-8b06d07dbfd6
location,MC1,,e941d006-6590-4143-9d0d-12926b0b6f5c,e941d006-6590-4143-9d0d-12926b0b6f5c
person,MC1,Country_271835,Tyler Blanchard,Tyler Blanchard
person,MC1,Country_271835,Shawn Cook,Shawn Cook
location,MC1,,ce2247ab-4922-420f-8d42-504c4ddda305,ce2247ab-4922-420f-8d42-504c4ddda305
person,MC1,Country_271835,Susan Montoya,Susan Montoya
person,MC1,Country_271835,William James,William James
location,MC1,,e0cdfc51-7473-481d-8900-03f66d6e359e,e0cdfc51-7473-481d-8900-03f66d6e359e
person,MC1,Country_271835,Ricardo Gomez,Ricardo Gomez
organization,MC1,,75471,75471
movement,MC1,,14 months,14 months
organization,MC1,,82408558,82408558
location,MC1,,f6cca381-c55e-44cc-b685-6c4139459b96,f6cca381-c55e-44cc-b685-6c4139459b96
location,MC1,,f94bcae5-b023-48f6-a0d5-ff2f01cc00ed,f94bcae5-b023-48f6-a0d5-ff2f01cc00ed
event,MC1,,âcatch,âcatch
event,MC1,,âtotal,âtotal
company,MC1,Country_675160,Manipur Market AG Consultants,Manipur Market AG Consultants
unknown,MC1,,âMoby-Dickâ,âMoby-Dickâ
location,MC1,,04eab3c4-ed99-467b-8844-b5279a6b955e,04eab3c4-ed99-467b-8844-b5279a6b955e
organization,MC1,,5312744,5312744
person,MC1,Country_271835,Amanda Santana,Amanda Santana
person,MC1,Country_271835,Dana Macias,Dana Macias
person,MC1,Country_271835,Helen Chase,Helen Chase
person,MC1,Country_271835,Candace Burnett,Candace Burnett
organization,MC1,,34153143,34153143
unknown,MC1,,âTheoretically,âTheoretically
person,MC1,Uzilandor,Jonathan Torres,Jonathan Torres
person,MC1,Country_271835,Gary Dunn,Gary Dunn
organization,MC1,,721436,721436
person,MC1,Country_271835,Brittany Frey,Brittany Frey
person,MC1,Country_271835,Brett Williams,Brett Williams
unknown,MC1,,Seafreeze Ltd,Seafreeze Ltd
organization,MC1,,36033030,36033030
person,MC1,Country_271835,Todd Lane,Todd Lane
person,MC1,Country_271835,Alicia Lee,Alicia Lee
organization,MC1,,8112222,8112222
organization,MC1,,19471,19471
person,MC1,Country_271835,Linda Holden,Linda Holden
person,MC1,Country_271835,Donna Romero,Donna Romero
person,MC1,Country_271835,Amanda Garcia,Amanda Garcia
company,MC1,Oceanus,Shona Barracuda AB Worldwide,Shona Barracuda AB Worldwide
organization,MC1,,415053,415053
unknown,MC1,,âBHFâ,âBHFâ
person,MC1,Country_271835,Olivia Bradshaw,Olivia Bradshaw
organization,MC1,,461541,461541
unknown,MC1,,âProPublicaâ,âProPublicaâ
unknown,MC1,,âyesterdayâ,âyesterdayâ
event,MC1,,âlast week,âlast week
unknown,MC1,,âPortlandâ,âPortlandâ
vessel,MC1,,watercraft,watercraft
person,MC1,Country_271835,Bradley Murphy,Bradley Murphy
person,MC1,Country_271835,Madison Franklin,Madison Franklin
vessel,MC1,,Rapido beam,Rapido beam
person,MC1,Country_271835,Mary Montoya,Mary Montoya
vessel,MC1,,Rapido beam trawler,Rapido beam trawler
movement,MC1,,ordinary,ordinary
person,MC1,Country_271835,Kari Zavala,Kari Zavala
location,MC1,,91a2a8e6-f56f-4663-8be9-0bbfd5440489,91a2a8e6-f56f-4663-8be9-0bbfd5440489
location,MC1,,40cfcd88-fceb-49bd-a71a-053aacddad42,40cfcd88-fceb-49bd-a71a-053aacddad42
location,MC1,,cb537677-9d82-4d58-8066-899bdc51c4f1,cb537677-9d82-4d58-8066-899bdc51c4f1
unknown,MC1,,4âÃâ15â,4âÃâ15â
unknown,MC1,,â60,â60
vessel,MC1,,diesel,diesel
vessel,MC1,,bottom otter trawler,bottom otter trawler
organization,MC1,,2820033,2820033
organization,MC1,,1559,1559
organization,MC1,,495035052,495035052
organization,MC1,,25,25
organization,MC1,,96,96
organization,MC1,,60910422,60910422
organization,MC1,,285351,285351
organization,MC1,,75399,75399
location,MC1,,da91eeb8-11f7-4634-95e7-f9413e9957aa,da91eeb8-11f7-4634-95e7-f9413e9957aa
organization,MC1,,720,720
location,MC1,,fdcbe098-dbe6-4e52-8bd7-96cf3ae30101,fdcbe098-dbe6-4e52-8bd7-96cf3ae30101
organization,MC1,,779,779
organization,MC1,,2673,2673
organization,MC1,,6185842,6185842
organization,MC1,,762165,762165
organization,MC1,,428,428
organization,MC1,,4962642,4962642
unknown,MC1,,93,93
person,MC1,Country_271835,Olivia Bailey,Olivia Bailey
unknown,MC1,,96,96
location,MC1,,ffc679cd-57ac-4846-b023-8be73ca754fa,ffc679cd-57ac-4846-b023-8be73ca754fa
unknown,MC1,,FlodstrÃ,FlodstrÃ
organization,MC1,,700,700
organization,MC1,,941899076,941899076
organization,MC1,,520,520
organization,MC1,,85,85
organization,MC1,,9636,9636
organization,MC1,,449,449
unknown,MC1,,âcardingâ,âcardingâ
person,MC1,Country_271835,Tyler Flores,Tyler Flores
vessel,MC1,,Michelle,Michelle
organization,MC1,,2466,2466
political_organization,MC1,,72212757,72212757
organization,MC1,,449820,449820
organization,MC1,,6406914,6406914
person,MC1,Country_271835,Madeline Collins,Madeline Collins
organization,MC1,,76609426,76609426
person,MC1,Country_271835,Mrs. Jessica Meyer,Mrs. Jessica Meyer
event,MC1,,âMoreover,âMoreover
person,MC1,Country_271835,Darren Torres,Darren Torres
person,MC1,Country_271835,Brittany Brewer,Brittany Brewer
political_organization,MC1,,8651344,8651344
person,MC1,Country_271835,Daniel Roberts,Daniel Roberts
location,MC1,,85b8a8cf-7f07-4bab-8b44-1d79940aab8d,85b8a8cf-7f07-4bab-8b44-1d79940aab8d
organization,MC1,,933754160,933754160
person,MC1,Country_271835,Tyler Turner,Tyler Turner
unknown,MC1,,allAfrica,allAfrica
location,MC1,,933c4581-7ecc-4377-995c-7a200fee617b,933c4581-7ecc-4377-995c-7a200fee617b
unknown,MC1,,Â£9,Â£9
person,MC1,Country_462996,Melinda Bentley,Melinda Bentley
organization,MC1,,41713,41713
